Unnamed: 0,CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,Segment
0,12346.0,326,1,77183.6,5.7899601708972535,0.6931471805599453,11.253955234248428,2,At Risk
1,12347.0,2,7,4310.0,1.0986122886681098,2.079441541679836,8.368925174747135,1,Champions
2,12348.0,75,4,1797.24,4.330733340286331,1.6094379124341005,7.494563687769957,2,Potential Customers
3,12349.0,19,1,1757.55,2.995732273553991,0.6931471805599453,7.472244884833674,0,Champions
4,12350.0,310,1,334.40000000000003,5.739792912179234,0.6931471805599453,5.815323849389109,3,At Risk
5,12352.0,36,8,2506.04,3.610917912644224,2.19722457733622,7.826858053356098,2,Champions
6,12353.0,204,1,89.0,5.3230099791384085,0.6931471805599453,4.499809670330265,3,At Risk
7,12354.0,232,1,1079.4,5.4510384535657,0.6931471805599453,6.985086621918461,3,At Risk
8,12355.0,214,1,459.4,5.3706380281276624,0.6931471805599453,6.132095676847728,3,At Risk
9,12356.0,23,3,2811.43,3.1780538303479458,1.3862943611198906,7.941804157314053,2,Champions
10,12357.0,33,1,6207.67,3.5263605246161616,0.6931471805599453,8.733701981297274,2,Champions
11,12358.0,2,2,1168.06,1.0986122886681098,1.0986122886681098,7.063955286074528,0,Champions
12,12359.0,58,4,6372.58,4.07753744390572,1.6094379124341005,8.759916600117213,2,Potential Customers
13,12360.0,52,3,2662.06,3.970291913552122,1.3862943611198906,7.887231116540211,2,Potential Customers
14,12361.0,287,1,189.9,5.662960480135946,0.6931471805599453,5.251749730731702,3,At Risk
15,12362.0,3,10,5226.2300000000005,1.3862943611198906,2.3978952727983707,8.56163678004062,1,Champions
16,12363.0,110,2,552.0,4.709530201312334,1.0986122886681098,6.315358001522335,3,Potential Customers
17,12364.0,8,4,1313.1,2.19722457733622,1.6094379124341005,7.180907299649593,0,Champions
18,12365.0,291,2,641.38,5.676753802268282,1.0986122886681098,6.465180028897591,3,At Risk
19,12367.0,4,1,168.9,1.6094379124341005,0.6931471805599453,5.135210028677887,0,Potential Customers
20,12370.0,51,4,3545.69,3.951243718581428,1.6094379124341005,8.173770053153254,2,Potential Customers
21,12371.0,45,2,1887.96,3.828641396489095,1.0986122886681098,7.543781692052325,2,Champions
22,12372.0,72,3,1298.04,4.290459441148391,1.3862943611198906,7.169380809114136,2,Potential Customers
23,12373.0,311,1,364.6,5.7430031878094825,0.6931471805599453,5.901539839579995,3,At Risk
24,12374.0,25,1,742.9300000000001,3.258096538021482,0.6931471805599453,6.61194694438522,0,Champions
25,12375.0,11,2,457.5,2.4849066497880004,1.0986122886681098,6.127960291696519,0,Potential Customers
26,12377.0,315,2,1628.12,5.755742213586912,1.0986122886681098,7.395795270713971,2,At Risk
27,12378.0,130,1,4008.62,4.875197323201151,0.6931471805599453,8.29645175271804,2,Potential Customers
28,12379.0,82,2,852.24,4.418840607796598,1.0986122886681098,6.749040867823617,2,Potential Customers
29,12380.0,22,4,2724.81,3.1354942159291497,1.6094379124341005,7.910520910634419,2,Champions
30,12381.0,5,5,1845.31,1.791759469228055,1.791759469228055,7.520944331624911,1,Champions
31,12383.0,185,5,1850.56,5.225746673713202,1.791759469228055,7.523783805985769,2,Potential Customers
32,12384.0,29,2,585.27,3.4011973816621555,1.0986122886681098,6.373780434317173,0,Champions
33,12386.0,338,2,401.9,5.82600010738045,1.0986122886681098,5.998688392197302,3,At Risk
34,12388.0,16,6,2780.6600000000003,2.833213344056216,1.9459101490553128,7.930803150780257,1,Champions
35,12390.0,80,1,549.84,4.394449154672439,0.6931471805599453,6.311444385858925,3,Potential Customers
36,12391.0,22,1,460.89,3.1354942159291497,0.6931471805599453,6.1353267674944725,0,Potential Customers
37,12393.0,72,4,1582.6,4.290459441148391,1.6094379124341005,7.367456015231975,2,Potential Customers
38,12394.0,64,2,1272.48,4.174387269895637,1.0986122886681098,7.149508589545504,2,Potential Customers
39,12395.0,19,12,3018.63,2.995732273553991,2.5649493574615367,8.012889586306857,1,Champions
40,12397.0,36,2,2409.9,3.610917912644224,1.0986122886681098,7.7877554007552545,2,Champions
41,12398.0,46,1,1635.66,3.8501476017100575,0.6931471805599453,7.400412858792404,2,Champions
